test_data,V2,mcat1,rating1,mcat2,rating2
68325346,   __label__Rejected 0.84312 __label__Approved 0.156,Rejected,0.84312,Approved,0.156
29646417,   __label__Rejected 0.875613 __label__Approved 0.12440,Rejected,0.875613,Approved,0.1244
63557839,   __label__Approved 0.726319 __label__Rejected 0.27370,Approved,0.726319,Rejected,0.2737
70358398,   __label__Rejected 0.999871 __label__Approved 0.00014908,Rejected,0.999871,Approved,0.00014908
69293526,   __label__Rejected 0.974852 __label__Approved 0.02516,Rejected,0.974852,Approved,0.02516
28949085,   __label__Rejected 0.998556 __label__Approved 0.0014641,Rejected,0.998556,Approved,0.0014641
65868723,   __label__Rejected 0.999931 __label__Approved 8.9183e-0,Rejected,0.999931,Approved,0
39246754,   __label__Rejected 0.989089 __label__Approved 0.010931,Rejected,0.989089,Approved,0.010931
77015179,   __label__Rejected 0.999981 __label__Approved 3.89143e-0,Rejected,0.999981,Approved,0
69148554,   __label__Rejected 0.961667 __label__Approved 0.038352,Rejected,0.961667,Approved,0.038352
66821755,   __label__Rejected 0.997438 __label__Approved 0.0025823,Rejected,0.997438,Approved,0.0025823
73710458,   __label__Rejected 1.00001 __label__Approved 1e-0,Rejected,1.00001,Approved,0
77026299,   __label__Rejected 0.978668 __label__Approved 0.021351,Rejected,0.978668,Approved,0.021351
56653738,   __label__Rejected 0.989959 __label__Approved 0.01006,Rejected,0.989959,Approved,0.01006
67672006,   __label__Rejected 1.00001 __label__Approved 1.00591e-0,Rejected,1.00001,Approved,0
36199848,   __label__Rejected 0.971382 __label__Approved 0.028637,Rejected,0.971382,Approved,0.028637
69758413,   __label__Rejected 0.995082 __label__Approved 0.0049382,Rejected,0.995082,Approved,0.0049382
92009135,   __label__Rejected 0.999978 __label__Approved 4.18699e-0,Rejected,0.999978,Approved,0
69099432,   __label__Rejected 0.708719 __label__Approved 0.29130,Rejected,0.708719,Approved,0.2913
20102739,   __label__Rejected 0.999958 __label__Approved 6.18765e-0,Rejected,0.999958,Approved,0
65776102,   __label__Rejected 0.999995 __label__Approved 2.51366e-0,Rejected,0.999995,Approved,0
53311792,   __label__Rejected 1.00001 __label__Approved 1e-0,Rejected,1.00001,Approved,0
25085234,   __label__Rejected 0.972946 __label__Approved 0.027073,Rejected,0.972946,Approved,0.027073
61022861,   __label__Rejected 0.822562 __label__Approved 0.17745,Rejected,0.822562,Approved,0.17745
63690554,   __label__Rejected 0.999999 __label__Approved 2.11988e-0,Rejected,0.999999,Approved,0
68325452,   __label__Rejected 1.00001 __label__Approved 1.34703e-0,Rejected,1.00001,Approved,0
66223589,   __label__Rejected 0.999286 __label__Approved 0.00073381,Rejected,0.999286,Approved,0.00073381
68506711,   __label__Rejected 0.914206 __label__Approved 0.085814,Rejected,0.914206,Approved,0.085814
71218276,   __label__Rejected 1.00001 __label__Approved 1.0015e-0,Rejected,1.00001,Approved,0
71174274,   __label__Rejected 1.00001 __label__Approved 1.00083e-0,Rejected,1.00001,Approved,0
75986011,   __label__Rejected 0.996532 __label__Approved 0.0034879,Rejected,0.996532,Approved,0.0034879
68921276,   __label__Rejected 0.998875 __label__Approved 0.0011450,Rejected,0.998875,Approved,0.001145
68827997,   __label__Approved 0.919314 __label__Rejected 0.080706,Approved,0.919314,Rejected,0.080706
58506639,   __label__Rejected 0.998328 __label__Approved 0.0016915,Rejected,0.998328,Approved,0.0016915
72737255,   __label__Rejected 1.00001 __label__Approved 1.16585e-0,Rejected,1.00001,Approved,0
15589241,   __label__Rejected 1.00001 __label__Approved 1.18589e-0,Rejected,1.00001,Approved,0
73921959,   __label__Rejected 0.995017 __label__Approved 0.0050028,Rejected,0.995017,Approved,0.0050028
33618407,   __label__Rejected 0.999992 __label__Approved 2.7803e-0,Rejected,0.999992,Approved,0
19409262,   __label__Rejected 0.999964 __label__Approved 5.60963e-0,Rejected,0.999964,Approved,0
64327329,   __label__Rejected 1.00001 __label__Approved 1.04427e-0,Rejected,1.00001,Approved,0
49206416,   __label__Rejected 1.00001 __label__Approved 1.00007e-0,Rejected,1.00001,Approved,0
64159804,   __label__Rejected 0.999996 __label__Approved 2.44945e-0,Rejected,0.999996,Approved,0
64732372,   __label__Rejected 0.999999 __label__Approved 2.06977e-0,Rejected,0.999999,Approved,0
57255905,   __label__Rejected 0.737343 __label__Approved 0.26267,Rejected,0.737343,Approved,0.26267
62483148,   __label__Rejected 0.997418 __label__Approved 0.0026021,Rejected,0.997418,Approved,0.0026021
86703020,   __label__Rejected 0.996908 __label__Approved 0.0031122,Rejected,0.996908,Approved,0.0031122
30350110,   __label__Rejected 1.00001 __label__Approved 1e-0,Rejected,1.00001,Approved,0
18472560,   __label__Rejected 0.972197 __label__Approved 0.027822,Rejected,0.972197,Approved,0.027822
65791426,   __label__Rejected 0.999462 __label__Approved 0.00055793,Rejected,0.999462,Approved,0.00055793
71915755,   __label__Rejected 0.996818 __label__Approved 0.0032019,Rejected,0.996818,Approved,0.0032019
73623090,   __label__Rejected 1.00001 __label__Approved 1.03535e-0,Rejected,1.00001,Approved,0
32843206,   __label__Rejected 1.00001 __label__Approved 1.00084e-0,Rejected,1.00001,Approved,0
86004932,   __label__Rejected 1.00001 __label__Approved 1.00057e-0,Rejected,1.00001,Approved,0
11799054,   __label__Rejected 0.990225 __label__Approved 0.0097947,Rejected,0.990225,Approved,0.0097947
58983536,   __label__Rejected 0.97199 __label__Approved 0.028030,Rejected,0.97199,Approved,0.02803
66519716,   __label__Rejected 0.9998 __label__Approved 0.00022009,Rejected,0.9998,Approved,0.00022009
72913255,   __label__Rejected 0.99849 __label__Approved 0.0015304,Rejected,0.99849,Approved,0.0015304
72561959,   __label__Rejected 0.999033 __label__Approved 0.00098679,Rejected,0.999033,Approved,0.00098679
86194015,   __label__Rejected 0.999644 __label__Approved 0.00037632,Rejected,0.999644,Approved,0.00037632
28694228,   __label__Approved 0.529131 __label__Rejected 0.47088,Approved,0.529131,Rejected,0.47088
77121869,   __label__Rejected 0.99847 __label__Approved 0.0015499,Rejected,0.99847,Approved,0.0015499
71604215,   __label__Rejected 0.999235 __label__Approved 0.00078532,Rejected,0.999235,Approved,0.00078532
34610172,   __label__Rejected 1.00001 __label__Approved 1.00114e-0,Rejected,1.00001,Approved,0
48168601,   __label__Rejected 0.99978 __label__Approved 0.00024048,Rejected,0.99978,Approved,0.00024048
64596676,   __label__Rejected 0.999553 __label__Approved 0.00046698,Rejected,0.999553,Approved,0.00046698
61719051,   __label__Rejected 0.991543 __label__Approved 0.0084765,Rejected,0.991543,Approved,0.0084765
76659798,   __label__Rejected 1.00001 __label__Approved 1.03997e-0,Rejected,1.00001,Approved,0
65437868,   __label__Rejected 1.00001 __label__Approved 1.00193e-0,Rejected,1.00001,Approved,0
72002929,   __label__Rejected 0.999598 __label__Approved 0.00042182,Rejected,0.999598,Approved,0.00042182
71986869,   __label__Rejected 1.00001 __label__Approved 1.00852e-0,Rejected,1.00001,Approved,0
46894128,   __label__Rejected 0.999843 __label__Approved 0.00017688,Rejected,0.999843,Approved,0.00017688
71674670,   __label__Rejected 1.00001 __label__Approved 1.18545e-0,Rejected,1.00001,Approved,0
72579173,   __label__Rejected 0.995552 __label__Approved 0.0044683,Rejected,0.995552,Approved,0.0044683
68011219,   __label__Rejected 0.999997 __label__Approved 2.32696e-0,Rejected,0.999997,Approved,0
69130952,   __label__Rejected 0.981164 __label__Approved 0.018855,Rejected,0.981164,Approved,0.018855
32296707,   __label__Rejected 0.96133 __label__Approved 0.038689,Rejected,0.96133,Approved,0.038689
28506561,   __label__Rejected 0.998685 __label__Approved 0.0013354,Rejected,0.998685,Approved,0.0013354
89363351,   __label__Rejected 0.999952 __label__Approved 6.78856e-0,Rejected,0.999952,Approved,0
71950215,   __label__Rejected 1.00001 __label__Approved 1.01319e-0,Rejected,1.00001,Approved,0
59354892,   __label__Rejected 0.999995 __label__Approved 2.53531e-0,Rejected,0.999995,Approved,0
57969453,   __label__Rejected 0.999889 __label__Approved 0.00013090,Rejected,0.999889,Approved,0.0001309
71469331,   __label__Rejected 1.00001 __label__Approved 1.00028e-0,Rejected,1.00001,Approved,0
30305546,   __label__Rejected 0.995174 __label__Approved 0.0048461,Rejected,0.995174,Approved,0.0048461
10524507,   __label__Rejected 0.98505 __label__Approved 0.014970,Rejected,0.98505,Approved,0.01497
84148554,   __label__Rejected 1.00001 __label__Approved 1.29781e-0,Rejected,1.00001,Approved,0
95950483,   __label__Rejected 1.00001 __label__Approved 1.21354e-0,Rejected,1.00001,Approved,0
87278537,   __label__Rejected 0.995962 __label__Approved 0.004058,Rejected,0.995962,Approved,0.004058
62465366,   __label__Rejected 0.993474 __label__Approved 0.0065464,Rejected,0.993474,Approved,0.0065464
83878891,   __label__Rejected 1.00001 __label__Approved 1.03026e-0,Rejected,1.00001,Approved,0
67023109,   __label__Rejected 0.999473 __label__Approved 0.0005474,Rejected,0.999473,Approved,0.0005474
70465277,   __label__Rejected 1.00001 __label__Approved 1e-0,Rejected,1.00001,Approved,0
50242886,   __label__Rejected 1.00001 __label__Approved 1.25738e-0,Rejected,1.00001,Approved,0
74112054,   __label__Rejected 1.00001 __label__Approved 1.04313e-0,Rejected,1.00001,Approved,0
71070360,   __label__Rejected 0.999225 __label__Approved 0.00079535,Rejected,0.999225,Approved,0.00079535
27702036,   __label__Rejected 0.998788 __label__Approved 0.0012318,Rejected,0.998788,Approved,0.0012318
76397597,   __label__Rejected 0.999744 __label__Approved 0.00027558,Rejected,0.999744,Approved,0.00027558
77068640,   __label__Rejected 0.547538 __label__Approved 0.45248,Rejected,0.547538,Approved,0.45248
73300721,   __label__Rejected 1.00001 __label__Approved 1.45614e-0,Rejected,1.00001,Approved,0
66572018,   __label__Rejected 1.00001 __label__Approved 1.00115e-0,Rejected,1.00001,Approved,0
69849689,   __label__Rejected 0.986306 __label__Approved 0.013714,Rejected,0.986306,Approved,0.013714
51031233,   __label__Rejected 0.993816 __label__Approved 0.0062043,Rejected,0.993816,Approved,0.0062043
52847358,   __label__Rejected 0.999774 __label__Approved 0.00024564,Rejected,0.999774,Approved,0.00024564
72203064,   __label__Rejected 1.00001 __label__Approved 1.06681e-0,Rejected,1.00001,Approved,0
76730264,   __label__Rejected 1.00001 __label__Approved 1.02454e-0,Rejected,1.00001,Approved,0
68004894,   __label__Rejected 0.86878 __label__Approved 0.1312,Rejected,0.86878,Approved,0.1312
18368823,   __label__Rejected 0.998678 __label__Approved 0.001341,Rejected,0.998678,Approved,0.001341
69063607,   __label__Rejected 0.980124 __label__Approved 0.019895,Rejected,0.980124,Approved,0.019895
30296754,   __label__Rejected 0.915323 __label__Approved 0.084697,Rejected,0.915323,Approved,0.084697
73596870,   __label__Rejected 1.00001 __label__Approved 1.02332e-0,Rejected,1.00001,Approved,0
71120133,   __label__Rejected 1 __label__Approved 1.57156e-0,Rejected,1,Approved,0
55752224,   __label__Rejected 0.994505 __label__Approved 0.005515,Rejected,0.994505,Approved,0.005515
30809511,   __label__Approved 0.725002 __label__Rejected 0.27501,Approved,0.725002,Rejected,0.27501
59639326,   __label__Rejected 0.974503 __label__Approved 0.025516,Rejected,0.974503,Approved,0.025516
51323367,   __label__Rejected 0.995896 __label__Approved 0.0041237,Rejected,0.995896,Approved,0.0041237
75172334,   __label__Rejected 1.00001 __label__Approved 1e-0,Rejected,1.00001,Approved,0
77015486,   __label__Rejected 0.99982 __label__Approved 0.00020014,Rejected,0.99982,Approved,0.00020014
73276811,   __label__Rejected 0.997001 __label__Approved 0.0030195,Rejected,0.997001,Approved,0.0030195
26279184,   __label__Rejected 0.994943 __label__Approved 0.0050769,Rejected,0.994943,Approved,0.0050769
91655995,   __label__Rejected 1.00001 __label__Approved 1e-0,Rejected,1.00001,Approved,0
34956845,   __label__Rejected 1.00001 __label__Approved 1.02109e-0,Rejected,1.00001,Approved,0
75737540,   __label__Rejected 0.999896 __label__Approved 0.00012355,Rejected,0.999896,Approved,0.00012355
84823694,   __label__Rejected 1.00001 __label__Approved 1.00038e-0,Rejected,1.00001,Approved,0
72506580,   __label__Rejected 0.999868 __label__Approved 0.00015161,Rejected,0.999868,Approved,0.00015161
55596036,   __label__Rejected 0.983307 __label__Approved 0.016713,Rejected,0.983307,Approved,0.016713
70284664,   __label__Rejected 0.992057 __label__Approved 0.0079630,Rejected,0.992057,Approved,0.007963
67191364,   __label__Rejected 0.987119 __label__Approved 0.012900,Rejected,0.987119,Approved,0.0129
52643400,   __label__Rejected 1.00001 __label__Approved 1.00199e-0,Rejected,1.00001,Approved,0
41917433,   __label__Rejected 1.00001 __label__Approved 1.24752e-0,Rejected,1.00001,Approved,0
68954237,   __label__Rejected 0.999976 __label__Approved 4.43815e-0,Rejected,0.999976,Approved,0
69991808,   __label__Rejected 0.999553 __label__Approved 0.00046724,Rejected,0.999553,Approved,0.00046724
84364730,   __label__Rejected 1 __label__Approved 1.50409e-0,Rejected,1,Approved,0
19428583,   __label__Approved 0.742497 __label__Rejected 0.25752,Approved,0.742497,Rejected,0.25752
106713415,   __label__Rejected 1.00001 __label__Approved 1.00015e-0,Rejected,1.00001,Approved,0
71761219,   __label__Rejected 0.998953 __label__Approved 0.0010672,Rejected,0.998953,Approved,0.0010672
60625430,   __label__Rejected 1.00001 __label__Approved 1.07648e-0,Rejected,1.00001,Approved,0
30235515,   __label__Rejected 0.999826 __label__Approved 0.00019450,Rejected,0.999826,Approved,0.0001945
48129709,   __label__Rejected 0.999994 __label__Approved 2.56466e-0,Rejected,0.999994,Approved,0
85446199,   __label__Rejected 1.00001 __label__Approved 1.01367e-0,Rejected,1.00001,Approved,0
84768220,   __label__Rejected 1.00001 __label__Approved 1.00003e-0,Rejected,1.00001,Approved,0
70323748,   __label__Rejected 1.00001 __label__Approved 1.40659e-0,Rejected,1.00001,Approved,0
51871872,   __label__Rejected 0.996775 __label__Approved 0.0032449,Rejected,0.996775,Approved,0.0032449
67410691,   __label__Rejected 0.999908 __label__Approved 0.0001120,Rejected,0.999908,Approved,0.000112
50995273,   __label__Rejected 0.999715 __label__Approved 0.00030509,Rejected,0.999715,Approved,0.00030509
31291567,   __label__Rejected 0.83344 __label__Approved 0.1665,Rejected,0.83344,Approved,0.1665
72182404,   __label__Rejected 0.999711 __label__Approved 0.00030930,Rejected,0.999711,Approved,0.0003093
46691489,   __label__Rejected 0.999478 __label__Approved 0.00054235,Rejected,0.999478,Approved,0.00054235
65569194,   __label__Rejected 0.984457 __label__Approved 0.015562,Rejected,0.984457,Approved,0.015562
70061689,   __label__Rejected 0.993944 __label__Approved 0.0060761,Rejected,0.993944,Approved,0.0060761
73998801,   __label__Rejected 0.999764 __label__Approved 0.00025647,Rejected,0.999764,Approved,0.00025647
81822484,   __label__Rejected 0.990567 __label__Approved 0.0094529,Rejected,0.990567,Approved,0.0094529
75893945,   __label__Rejected 0.999997 __label__Approved 2.27869e-0,Rejected,0.999997,Approved,0
70046170,   __label__Rejected 0.868393 __label__Approved 0.13162,Rejected,0.868393,Approved,0.13162
42216254,   __label__Rejected 0.923674 __label__Approved 0.076346,Rejected,0.923674,Approved,0.076346
100511714,   __label__Rejected 0.968043 __label__Approved 0.031976,Rejected,0.968043,Approved,0.031976
66572658,   __label__Rejected 1.00001 __label__Approved 1.28685e-0,Rejected,1.00001,Approved,0
71032101,   __label__Rejected 0.998502 __label__Approved 0.0015178,Rejected,0.998502,Approved,0.0015178
67574425,   __label__Rejected 0.945926 __label__Approved 0.054094,Rejected,0.945926,Approved,0.054094
63813231,   __label__Rejected 0.931065 __label__Approved 0.06895,Rejected,0.931065,Approved,0.06895
60953932,   __label__Approved 0.68685 __label__Rejected 0.3131,Approved,0.68685,Rejected,0.3131
56581236,   __label__Rejected 0.997232 __label__Approved 0.0027883,Rejected,0.997232,Approved,0.0027883
72598308,   __label__Rejected 1.00001 __label__Approved 1e-0,Rejected,1.00001,Approved,0
59595900,   __label__Rejected 0.813609 __label__Approved 0.18641,Rejected,0.813609,Approved,0.18641
79384392,   __label__Rejected 0.990749 __label__Approved 0.0092710,Rejected,0.990749,Approved,0.009271
11198382,   __label__Rejected 0.998709 __label__Approved 0.0013109,Rejected,0.998709,Approved,0.0013109
72622076,   __label__Rejected 1.00001 __label__Approved 1e-0,Rejected,1.00001,Approved,0
66239692,   __label__Rejected 0.901542 __label__Approved 0.098477,Rejected,0.901542,Approved,0.098477
27576480,   __label__Rejected 0.999988 __label__Approved 3.18415e-0,Rejected,0.999988,Approved,0
76493603,   __label__Rejected 0.999842 __label__Approved 0.0001775,Rejected,0.999842,Approved,0.0001775
50529907,   __label__Rejected 0.999964 __label__Approved 5.61523e-0,Rejected,0.999964,Approved,0
67045749,   __label__Rejected 1.00001 __label__Approved 1e-0,Rejected,1.00001,Approved,0
74041736,   __label__Rejected 1.00001 __label__Approved 1e-0,Rejected,1.00001,Approved,0
59178216,   __label__Rejected 0.999827 __label__Approved 0.00019260,Rejected,0.999827,Approved,0.0001926
103459259,   __label__Rejected 0.999209 __label__Approved 0.00081066,Rejected,0.999209,Approved,0.00081066
83894093,   __label__Rejected 0.999824 __label__Approved 0.00019556,Rejected,0.999824,Approved,0.00019556
76178407,   __label__Rejected 0.993415 __label__Approved 0.0066053,Rejected,0.993415,Approved,0.0066053
74812049,   __label__Rejected 1.00001 __label__Approved 1.03638e-0,Rejected,1.00001,Approved,0
71267916,   __label__Rejected 1.00001 __label__Approved 1.38102e-0,Rejected,1.00001,Approved,0
15353128,   __label__Rejected 0.999863 __label__Approved 0.00015709,Rejected,0.999863,Approved,0.00015709
70904939,   __label__Rejected 0.979012 __label__Approved 0.021007,Rejected,0.979012,Approved,0.021007
62149651,   __label__Rejected 0.997982 __label__Approved 0.0020382,Rejected,0.997982,Approved,0.0020382
35185765,   __label__Rejected 0.97977 __label__Approved 0.020250,Rejected,0.97977,Approved,0.02025
35214664,   __label__Rejected 0.999762 __label__Approved 0.00025851,Rejected,0.999762,Approved,0.00025851
66657897,   __label__Rejected 0.998076 __label__Approved 0.0019443,Rejected,0.998076,Approved,0.0019443
68018196,   __label__Rejected 0.998398 __label__Approved 0.0016218,Rejected,0.998398,Approved,0.0016218
69903168,   __label__Rejected 0.922431 __label__Approved 0.077589,Rejected,0.922431,Approved,0.077589
69172091,   __label__Rejected 1.00001 __label__Approved 1.00105e-0,Rejected,1.00001,Approved,0
71085645,   __label__Rejected 0.998576 __label__Approved 0.0014438,Rejected,0.998576,Approved,0.0014438
74233720,   __label__Rejected 0.963243 __label__Approved 0.036777,Rejected,0.963243,Approved,0.036777
66458992,   __label__Rejected 0.999661 __label__Approved 0.00035919,Rejected,0.999661,Approved,0.00035919
33236577,   __label__Rejected 1.00001 __label__Approved 1.10958e-0,Rejected,1.00001,Approved,0
66268207,   __label__Rejected 0.997876 __label__Approved 0.0021435,Rejected,0.997876,Approved,0.0021435
91582301,   __label__Rejected 0.987125 __label__Approved 0.012894,Rejected,0.987125,Approved,0.012894
30460197,   __label__Rejected 1.00001 __label__Approved 1.00877e-0,Rejected,1.00001,Approved,0
72770528,   __label__Rejected 1.00001 __label__Approved 1.49056e-0,Rejected,1.00001,Approved,0
92023871,   __label__Rejected 0.910742 __label__Approved 0.089278,Rejected,0.910742,Approved,0.089278
50364905,   __label__Rejected 1.00001 __label__Approved 1.029e-0,Rejected,1.00001,Approved,0
60176961,   __label__Rejected 0.789158 __label__Approved 0.21086,Rejected,0.789158,Approved,0.21086
71321439,   __label__Rejected 1.00001 __label__Approved 1.00025e-0,Rejected,1.00001,Approved,0
64534191,   __label__Rejected 0.998664 __label__Approved 0.0013563,Rejected,0.998664,Approved,0.0013563
65565193,   __label__Rejected 0.881032 __label__Approved 0.11898,Rejected,0.881032,Approved,0.11898
76256011,   __label__Rejected 1.00001 __label__Approved 1.00228e-0,Rejected,1.00001,Approved,0
84976132,   __label__Rejected 1 __label__Approved 1.99384e-0,Rejected,1,Approved,0
89777546,   __label__Rejected 1 __label__Approved 1.74359e-0,Rejected,1,Approved,0
29901870,   __label__Rejected 1.00001 __label__Approved 1e-0,Rejected,1.00001,Approved,0
99903734,   __label__Rejected 0.992754 __label__Approved 0.0072659,Rejected,0.992754,Approved,0.0072659
57949712,   __label__Rejected 0.99998 __label__Approved 4.03291e-0,Rejected,0.99998,Approved,0
62911600,   __label__Rejected 0.999989 __label__Approved 3.07293e-0,Rejected,0.999989,Approved,0
71592911,   __label__Rejected 0.997019 __label__Approved 0.0030013,Rejected,0.997019,Approved,0.0030013
75562140,   __label__Rejected 1.00001 __label__Approved 1e-0,Rejected,1.00001,Approved,0
74639795,   __label__Rejected 0.999857 __label__Approved 0.00016341,Rejected,0.999857,Approved,0.00016341
66558620,   __label__Rejected 0.945275 __label__Approved 0.054745,Rejected,0.945275,Approved,0.054745
77148507,   __label__Rejected 0.999328 __label__Approved 0.00069164,Rejected,0.999328,Approved,0.00069164
73166016,   __label__Rejected 1.00001 __label__Approved 1.00024e-0,Rejected,1.00001,Approved,0
87721564,   __label__Rejected 0.998786 __label__Approved 0.0012341,Rejected,0.998786,Approved,0.0012341
62154980,   __label__Rejected 1.00001 __label__Approved 1.0001e-0,Rejected,1.00001,Approved,0
