test_data,V2,mcat1,rating1,mcat2,rating2
62555297,   __label__Rejected 0.932307 __label__Approved 0.067713,Rejected,0.932307,Approved,0.067713
71273555,   __label__Approved 0.998536 __label__Rejected 0.0014835,Approved,0.998536,Rejected,0.0014835
60842656,   __label__Approved 1.00001 __label__Rejected 1.01192e-0,Approved,1.00001,Rejected,0
27100444,   __label__Approved 1.00001 __label__Rejected 1e-0,Approved,1.00001,Rejected,0
59307654,   __label__Approved 0.977229 __label__Rejected 0.022790,Approved,0.977229,Rejected,0.02279
18591584,   __label__Approved 0.899695 __label__Rejected 0.10032,Approved,0.899695,Rejected,0.10032
33506685,   __label__Approved 0.999924 __label__Rejected 9.58307e-0,Approved,0.999924,Rejected,0
46724362,   __label__Approved 0.999665 __label__Rejected 0.00035475,Approved,0.999665,Rejected,0.00035475
34105531,   __label__Approved 0.999944 __label__Rejected 7.6042e-0,Approved,0.999944,Rejected,0
71636243,   __label__Approved 1.00001 __label__Rejected 1.01192e-0,Approved,1.00001,Rejected,0
49141608,   __label__Rejected 1.00001 __label__Approved 1.00037e-0,Rejected,1.00001,Approved,0
29506347,   __label__Approved 0.999822 __label__Rejected 0.00019769,Approved,0.999822,Rejected,0.00019769
49581296,   __label__Rejected 1.00001 __label__Approved 1.08724e-0,Rejected,1.00001,Approved,0
50278504,   __label__Rejected 0.995982 __label__Approved 0.0040377,Rejected,0.995982,Approved,0.0040377
72287006,   __label__Rejected 0.999693 __label__Approved 0.0003273,Rejected,0.999693,Approved,0.0003273
71070582,   __label__Rejected 1.00001 __label__Approved 1e-0,Rejected,1.00001,Approved,0
77237752,   __label__Approved 0.999301 __label__Rejected 0.00071881,Approved,0.999301,Rejected,0.00071881
70153205,   __label__Approved 0.992709 __label__Rejected 0.0073106,Approved,0.992709,Rejected,0.0073106
13685115,   __label__Rejected 0.880809 __label__Approved 0.11921,Rejected,0.880809,Approved,0.11921
13639762,   __label__Approved 0.999516 __label__Rejected 0.00050400,Approved,0.999516,Rejected,0.000504
31794873,   __label__Approved 0.999051 __label__Rejected 0.00096897,Approved,0.999051,Rejected,0.00096897
64487952,   __label__Approved 0.998249 __label__Rejected 0.0017709,Approved,0.998249,Rejected,0.0017709
25772630,   __label__Approved 1.00001 __label__Rejected 1.15497e-0,Approved,1.00001,Rejected,0
75158649,   __label__Approved 0.999477 __label__Rejected 0.00054316,Approved,0.999477,Rejected,0.00054316
20582850,   __label__Rejected 0.996078 __label__Approved 0.0039422,Rejected,0.996078,Approved,0.0039422
13945438,   __label__Approved 0.994174 __label__Rejected 0.0058461,Approved,0.994174,Rejected,0.0058461
33844621,   __label__Approved 1.00001 __label__Rejected 1.01192e-0,Approved,1.00001,Rejected,0
104244874,   __label__Approved 1.00001 __label__Rejected 1e-0,Approved,1.00001,Rejected,0
110290023,   __label__Approved 0.999968 __label__Rejected 5.22001e-0,Approved,0.999968,Rejected,0
84343165,   __label__Approved 1.00001 __label__Rejected 1e-0,Approved,1.00001,Rejected,0
70929613,   __label__Approved 0.948054 __label__Rejected 0.051966,Approved,0.948054,Rejected,0.051966
31386344,   __label__Approved 0.990936 __label__Rejected 0.0090840,Approved,0.990936,Rejected,0.009084
15578510,   __label__Approved 0.998471 __label__Rejected 0.0015493,Approved,0.998471,Rejected,0.0015493
55018948,   __label__Approved 0.931909 __label__Rejected 0.068110,Approved,0.931909,Rejected,0.06811
106781672,   __label__Rejected 0.996887 __label__Approved 0.0031328,Rejected,0.996887,Approved,0.0031328
14720277,   __label__Approved 1.00001 __label__Rejected 1.38147e-0,Approved,1.00001,Rejected,0
69311600,   __label__Approved 0.998366 __label__Rejected 0.0016539,Approved,0.998366,Rejected,0.0016539
76154299,   __label__Rejected 0.998924 __label__Approved 0.0010957,Rejected,0.998924,Approved,0.0010957
55646422,   __label__Approved 0.999979 __label__Rejected 4.11136e-0,Approved,0.999979,Rejected,0
94913325,   __label__Approved 0.999659 __label__Rejected 0.00036059,Approved,0.999659,Rejected,0.00036059
60852346,   __label__Rejected 0.999828 __label__Approved 0.00019213,Rejected,0.999828,Approved,0.00019213
74209429,   __label__Rejected 0.999835 __label__Approved 0.00018530,Rejected,0.999835,Approved,0.0001853
70456873,   __label__Approved 1.00001 __label__Rejected 1e-0,Approved,1.00001,Rejected,0
71109242,   __label__Rejected 0.99999 __label__Approved 2.98495e-0,Rejected,0.99999,Approved,0
12957973,   __label__Approved 0.998946 __label__Rejected 0.0010741,Approved,0.998946,Rejected,0.0010741
33893449,   __label__Rejected 0.999908 __label__Approved 0.00011173,Rejected,0.999908,Approved,0.00011173
64934262,   __label__Rejected 1.00001 __label__Approved 1e-0,Rejected,1.00001,Approved,0
56686818,   __label__Approved 1.00001 __label__Rejected 1.01192e-0,Approved,1.00001,Rejected,0
34781212,   __label__Approved 0.999882 __label__Rejected 0.00013838,Approved,0.999882,Rejected,0.00013838
49330918,   __label__Rejected 1.00001 __label__Approved 1.07264e-0,Rejected,1.00001,Approved,0
29534235,   __label__Approved 0.99997 __label__Rejected 5.04119e-0,Approved,0.99997,Rejected,0
70342740,   __label__Rejected 1.00001 __label__Approved 1.01708e-0,Rejected,1.00001,Approved,0
13573097,   __label__Approved 0.99879 __label__Rejected 0.0012300,Approved,0.99879,Rejected,0.00123
33274737,   __label__Rejected 0.930208 __label__Approved 0.069812,Rejected,0.930208,Approved,0.069812
48536513,   __label__Approved 0.631202 __label__Rejected 0.36881,Approved,0.631202,Rejected,0.36881
69907837,   __label__Approved 0.827668 __label__Rejected 0.17235,Approved,0.827668,Rejected,0.17235
52983822,   __label__Approved 0.998327 __label__Rejected 0.0016928,Approved,0.998327,Rejected,0.0016928
57450054,   __label__Rejected 0.999823 __label__Approved 0.00019694,Rejected,0.999823,Approved,0.00019694
60286997,   __label__Approved 0.993755 __label__Rejected 0.0062646,Approved,0.993755,Rejected,0.0062646
74029164,   __label__Rejected 0.999584 __label__Approved 0.00043577,Rejected,0.999584,Approved,0.00043577
70252072,   __label__Rejected 0.846585 __label__Approved 0.15343,Rejected,0.846585,Approved,0.15343
61196459,   __label__Approved 0.997797 __label__Rejected 0.0022225,Approved,0.997797,Rejected,0.0022225
21106207,   __label__Approved 0.591586 __label__Rejected 0.40843,Approved,0.591586,Rejected,0.40843
20908451,   __label__Approved 0.982259 __label__Rejected 0.01776,Approved,0.982259,Rejected,0.01776
74522566,   __label__Rejected 1.00001 __label__Approved 1.00007e-0,Rejected,1.00001,Approved,0
58332931,   __label__Approved 0.999804 __label__Rejected 0.00021581,Approved,0.999804,Rejected,0.00021581
53532783,   __label__Approved 1 __label__Rejected 1.7391e-0,Approved,1,Rejected,0
18435090,   __label__Rejected 1 __label__Approved 1.68717e-0,Rejected,1,Approved,0
55313915,   __label__Rejected 1.00001 __label__Approved 1.37878e-0,Rejected,1.00001,Approved,0
66922994,   __label__Approved 0.873304 __label__Rejected 0.12671,Approved,0.873304,Rejected,0.12671
30548187,   __label__Approved 1.00001 __label__Rejected 1.02384e-0,Approved,1.00001,Rejected,0
42785719,   __label__Approved 0.990976 __label__Rejected 0.0090440,Approved,0.990976,Rejected,0.009044
33429177,   __label__Approved 1.00001 __label__Rejected 1.08345e-0,Approved,1.00001,Rejected,0
83486381,   __label__Approved 0.999212 __label__Rejected 0.00080780,Approved,0.999212,Rejected,0.0008078
55142457,   __label__Approved 0.999884 __label__Rejected 0.00013552,Approved,0.999884,Rejected,0.00013552
27002980,   __label__Approved 0.977162 __label__Rejected 0.022857,Approved,0.977162,Rejected,0.022857
30896806,   __label__Approved 0.992114 __label__Rejected 0.0079057,Approved,0.992114,Rejected,0.0079057
26058522,   __label__Approved 0.998152 __label__Rejected 0.0018675,Approved,0.998152,Rejected,0.0018675
55661266,   __label__Rejected 0.995138 __label__Approved 0.0048824,Rejected,0.995138,Approved,0.0048824
70521424,   __label__Rejected 1 __label__Approved 1.79418e-0,Rejected,1,Approved,0
14143549,   __label__Rejected 0.997669 __label__Approved 0.0023509,Rejected,0.997669,Approved,0.0023509
72246345,   __label__Rejected 1 __label__Approved 2.04698e-0,Rejected,1,Approved,0
86775688,   __label__Approved 0.99565 __label__Rejected 0.0043697,Approved,0.99565,Rejected,0.0043697
62594639,   __label__Rejected 0.978088 __label__Approved 0.021931,Rejected,0.978088,Approved,0.021931
72765558,   __label__Rejected 0.999841 __label__Approved 0.00017892,Rejected,0.999841,Approved,0.00017892
29527624,   __label__Approved 0.999638 __label__Rejected 0.00038229,Approved,0.999638,Rejected,0.00038229
84821055,   __label__Approved 1 __label__Rejected 1.7987e-0,Approved,1,Rejected,0
77127563,   __label__Approved 1 __label__Rejected 1.95367e-0,Approved,1,Rejected,0
51792616,   __label__Approved 0.998961 __label__Rejected 0.001058,Approved,0.998961,Rejected,0.001058
63402897,   __label__Approved 0.999782 __label__Rejected 0.00023810,Approved,0.999782,Rejected,0.0002381
58198992,   __label__Approved 1.00001 __label__Rejected 1.15497e-0,Approved,1.00001,Rejected,0
54669485,   __label__Approved 1.00001 __label__Rejected 1.02384e-0,Approved,1.00001,Rejected,0
64038548,   __label__Approved 1.00001 __label__Rejected 1.2265e-0,Approved,1.00001,Rejected,0
30303108,   __label__Approved 0.999964 __label__Rejected 5.64916e-0,Approved,0.999964,Rejected,0
53723986,   __label__Approved 0.999878 __label__Rejected 0.00014244,Approved,0.999878,Rejected,0.00014244
47244310,   __label__Rejected 0.996155 __label__Approved 0.0038646,Rejected,0.996155,Approved,0.0038646
61575411,   __label__Rejected 0.997739 __label__Approved 0.0022808,Rejected,0.997739,Approved,0.0022808
72860038,   __label__Rejected 0.997677 __label__Approved 0.0023426,Rejected,0.997677,Approved,0.0023426
27483911,   __label__Approved 0.999894 __label__Rejected 0.00012634,Approved,0.999894,Rejected,0.00012634
55176620,   __label__Approved 1.00001 __label__Rejected 1.0596e-0,Approved,1.00001,Rejected,0
69538006,   __label__Rejected 1.00001 __label__Approved 1.00006e-0,Rejected,1.00001,Approved,0
60366314,   __label__Approved 0.990395 __label__Rejected 0.0096248,Approved,0.990395,Rejected,0.0096248
62304793,   __label__Approved 0.535847 __label__Rejected 0.46417,Approved,0.535847,Rejected,0.46417
63863564,   __label__Rejected 0.999974 __label__Approved 4.59068e-0,Rejected,0.999974,Approved,0
27861566,   __label__Approved 0.999786 __label__Rejected 0.00023393,Approved,0.999786,Rejected,0.00023393
73397752,   __label__Approved 0.999211 __label__Rejected 0.00080911,Approved,0.999211,Rejected,0.00080911
60857024,   __label__Approved 1.00001 __label__Rejected 1.33379e-0,Approved,1.00001,Rejected,0
101900165,   __label__Approved 1.00001 __label__Rejected 1e-0,Approved,1.00001,Rejected,0
26760387,   __label__Approved 0.999812 __label__Rejected 0.00020758,Approved,0.999812,Rejected,0.00020758
77533268,   __label__Rejected 0.991761 __label__Approved 0.0082594,Rejected,0.991761,Approved,0.0082594
67234380,   __label__Rejected 0.987469 __label__Approved 0.012550,Rejected,0.987469,Approved,0.01255
56727660,   __label__Rejected 1.00001 __label__Approved 1e-0,Rejected,1.00001,Approved,0
66018096,   __label__Rejected 0.918463 __label__Approved 0.081557,Rejected,0.918463,Approved,0.081557
30360777,   __label__Rejected 0.962149 __label__Approved 0.03787,Rejected,0.962149,Approved,0.03787
34769669,   __label__Approved 0.978568 __label__Rejected 0.021452,Approved,0.978568,Rejected,0.021452
104064653,   __label__Approved 0.942332 __label__Rejected 0.057687,Approved,0.942332,Rejected,0.057687
62979179,   __label__Rejected 1.00001 __label__Approved 1.042e-0,Rejected,1.00001,Approved,0
26990845,   __label__Approved 0.999825 __label__Rejected 0.00019507,Approved,0.999825,Rejected,0.00019507
32470493,   __label__Rejected 0.999559 __label__Approved 0.00046097,Rejected,0.999559,Approved,0.00046097
53475391,   __label__Approved 0.999056 __label__Rejected 0.00096409,Approved,0.999056,Rejected,0.00096409
70874439,   __label__Rejected 0.998624 __label__Approved 0.0013964,Rejected,0.998624,Approved,0.0013964
107491787,   __label__Approved 1.00001 __label__Rejected 1.2861e-0,Approved,1.00001,Rejected,0
65553861,   __label__Rejected 1.00001 __label__Approved 1.00004e-0,Rejected,1.00001,Approved,0
55900334,   __label__Approved 1.00001 __label__Rejected 1.04768e-0,Approved,1.00001,Rejected,0
73247499,   __label__Rejected 0.979502 __label__Approved 0.020517,Rejected,0.979502,Approved,0.020517
62407894,   __label__Approved 0.999977 __label__Rejected 4.34978e-0,Approved,0.999977,Rejected,0
73242610,   __label__Approved 0.997562 __label__Rejected 0.0024577,Approved,0.997562,Rejected,0.0024577
16910309,   __label__Rejected 0.875557 __label__Approved 0.12446,Rejected,0.875557,Approved,0.12446
55390083,   __label__Rejected 0.995918 __label__Approved 0.0041017,Rejected,0.995918,Approved,0.0041017
67065294,   __label__Approved 0.999086 __label__Rejected 0.0009342,Approved,0.999086,Rejected,0.0009342
52426131,   __label__Approved 0.998288 __label__Rejected 0.0017322,Approved,0.998288,Rejected,0.0017322
106269161,   __label__Approved 0.999175 __label__Rejected 0.00084506,Approved,0.999175,Rejected,0.00084506
59810349,   __label__Rejected 0.999981 __label__Approved 3.91913e-0,Rejected,0.999981,Approved,0
31498919,   __label__Rejected 1.00001 __label__Approved 1e-0,Rejected,1.00001,Approved,0
56135634,   __label__Rejected 0.999907 __label__Approved 0.00011304,Rejected,0.999907,Approved,0.00011304
52079314,   __label__Approved 0.997505 __label__Rejected 0.0025151,Approved,0.997505,Rejected,0.0025151
29927890,   __label__Approved 0.964723 __label__Rejected 0.035296,Approved,0.964723,Rejected,0.035296
40883685,   __label__Approved 0.998091 __label__Rejected 0.0019291,Approved,0.998091,Rejected,0.0019291
92682874,   __label__Approved 1.00001 __label__Rejected 1.17881e-0,Approved,1.00001,Rejected,0
104053788,   __label__Approved 0.99607 __label__Rejected 0.0039498,Approved,0.99607,Rejected,0.0039498
31656704,   __label__Rejected 1.00001 __label__Approved 1e-0,Rejected,1.00001,Approved,0
51909594,   __label__Rejected 0.999175 __label__Approved 0.00084450,Rejected,0.999175,Approved,0.0008445
104475628,   __label__Approved 0.984086 __label__Rejected 0.015933,Approved,0.984086,Rejected,0.015933
48861497,   __label__Approved 0.997749 __label__Rejected 0.0022706,Approved,0.997749,Rejected,0.0022706
63194921,   __label__Rejected 1.00001 __label__Approved 1e-0,Rejected,1.00001,Approved,0
64332526,   __label__Rejected 1.00001 __label__Approved 1.35699e-0,Rejected,1.00001,Approved,0
68144726,   __label__Rejected 1.00001 __label__Approved 1.00002e-0,Rejected,1.00001,Approved,0
46782038,   __label__Rejected 0.980933 __label__Approved 0.019087,Rejected,0.980933,Approved,0.019087
76079436,   __label__Approved 1.00001 __label__Rejected 1e-0,Approved,1.00001,Rejected,0
89730227,   __label__Rejected 1.00001 __label__Approved 1e-0,Rejected,1.00001,Approved,0
58979859,   __label__Approved 0.999893 __label__Rejected 0.00012730,Approved,0.999893,Rejected,0.0001273
58690070,   __label__Approved 0.998655 __label__Rejected 0.0013646,Approved,0.998655,Rejected,0.0013646
54693661,   __label__Approved 0.999677 __label__Rejected 0.00034342,Approved,0.999677,Rejected,0.00034342
24376556,   __label__Approved 0.991018 __label__Rejected 0.0090023,Approved,0.991018,Rejected,0.0090023
59981420,   __label__Approved 0.993289 __label__Rejected 0.0067308,Approved,0.993289,Rejected,0.0067308
92272783,   __label__Rejected 1.00001 __label__Approved 1.0003e-0,Rejected,1.00001,Approved,0
71202567,   __label__Rejected 0.998051 __label__Approved 0.0019692,Rejected,0.998051,Approved,0.0019692
19216054,   __label__Approved 0.999971 __label__Rejected 4.89814e-0,Approved,0.999971,Rejected,0
11666741,   __label__Approved 0.997707 __label__Rejected 0.0023128,Approved,0.997707,Rejected,0.0023128
35952683,   __label__Rejected 0.997665 __label__Approved 0.0023552,Rejected,0.997665,Approved,0.0023552
59563893,   __label__Approved 0.99081 __label__Rejected 0.0092103,Approved,0.99081,Rejected,0.0092103
84592001,   __label__Approved 0.999977 __label__Rejected 4.27825e-0,Approved,0.999977,Rejected,0
31005812,   __label__Approved 1.00001 __label__Rejected 1e-0,Approved,1.00001,Rejected,0
55862719,   __label__Approved 0.999842 __label__Rejected 0.00017808,Approved,0.999842,Rejected,0.00017808
71983152,   __label__Rejected 0.999366 __label__Approved 0.00065398,Rejected,0.999366,Approved,0.00065398
72650431,   __label__Rejected 0.999986 __label__Approved 3.4072e-0,Rejected,0.999986,Approved,0
73890568,   __label__Rejected 1.00001 __label__Approved 1.00025e-0,Rejected,1.00001,Approved,0
10597810,   __label__Rejected 1.00001 __label__Approved 1e-0,Rejected,1.00001,Approved,0
61785528,   __label__Rejected 0.999901 __label__Approved 0.00011903,Rejected,0.999901,Approved,0.00011903
52334300,   __label__Approved 0.998925 __label__Rejected 0.0010946,Approved,0.998925,Rejected,0.0010946
96847904,   __label__Rejected 0.996887 __label__Approved 0.0031328,Rejected,0.996887,Approved,0.0031328
67976113,   __label__Approved 1.00001 __label__Rejected 1.34571e-0,Approved,1.00001,Rejected,0
66572449,   __label__Rejected 0.999476 __label__Approved 0.00054363,Rejected,0.999476,Approved,0.00054363
34439850,   __label__Approved 0.999309 __label__Rejected 0.00071130,Approved,0.999309,Rejected,0.0007113
69152843,   __label__Approved 0.999008 __label__Rejected 0.0010122,Approved,0.999008,Rejected,0.0010122
63153215,   __label__Approved 0.999923 __label__Rejected 9.66651e-0,Approved,0.999923,Rejected,0
33169347,   __label__Rejected 0.999974 __label__Approved 4.56088e-0,Rejected,0.999974,Approved,0
11387667,   __label__Rejected 0.989832 __label__Approved 0.010188,Rejected,0.989832,Approved,0.010188
47335330,   __label__Approved 0.999865 __label__Rejected 0.00015543,Approved,0.999865,Rejected,0.00015543
68934656,   __label__Approved 0.998774 __label__Rejected 0.0012464,Approved,0.998774,Rejected,0.0012464
84990577,   __label__Rejected 1.00001 __label__Approved 1.19138e-0,Rejected,1.00001,Approved,0
63053153,   __label__Rejected 1.00001 __label__Approved 1.00239e-0,Rejected,1.00001,Approved,0
49070228,   __label__Approved 0.975766 __label__Rejected 0.024254,Approved,0.975766,Rejected,0.024254
56702572,   __label__Approved 0.99957 __label__Rejected 0.00044970,Approved,0.99957,Rejected,0.0004497
56701933,   __label__Approved 1.00001 __label__Rejected 1.08345e-0,Approved,1.00001,Rejected,0
101805054,   __label__Rejected 0.787284 __label__Approved 0.21273,Rejected,0.787284,Approved,0.21273
69299280,   __label__Rejected 0.998781 __label__Approved 0.0012393,Rejected,0.998781,Approved,0.0012393
24787584,   __label__Approved 0.999688 __label__Rejected 0.00033234,Approved,0.999688,Rejected,0.00033234
71378308,   __label__Approved 0.999934 __label__Rejected 8.60556e-0,Approved,0.999934,Rejected,0
70874854,   __label__Rejected 1.00001 __label__Approved 1.15657e-0,Rejected,1.00001,Approved,0
53612208,   __label__Approved 0.999457 __label__Rejected 0.00056319,Approved,0.999457,Rejected,0.00056319
69869988,   __label__Rejected 0.999994 __label__Approved 2.6525e-0,Rejected,0.999994,Approved,0
46825709,   __label__Rejected 0.99985 __label__Approved 0.00017019,Rejected,0.99985,Approved,0.00017019
28651502,   __label__Rejected 0.574424 __label__Approved 0.42559,Rejected,0.574424,Approved,0.42559
29500224,   __label__Rejected 0.999728 __label__Approved 0.00029242,Rejected,0.999728,Approved,0.00029242
35120594,   __label__Approved 0.999846 __label__Rejected 0.0001743,Approved,0.999846,Rejected,0.0001743
67415960,   __label__Rejected 1.00001 __label__Approved 1.00256e-0,Rejected,1.00001,Approved,0
29086483,   __label__Approved 0.997867 __label__Rejected 0.0021534,Approved,0.997867,Rejected,0.0021534
69809840,   __label__Rejected 1 __label__Approved 2.00446e-0,Rejected,1,Approved,0
70521358,   __label__Rejected 0.985955 __label__Approved 0.014065,Rejected,0.985955,Approved,0.014065
110023952,   __label__Rejected 0.602686 __label__Approved 0.39733,Rejected,0.602686,Approved,0.39733
33304322,   __label__Approved 0.984899 __label__Rejected 0.015121,Approved,0.984899,Rejected,0.015121
70111077,   __label__Rejected 0.994393 __label__Approved 0.0056269,Rejected,0.994393,Approved,0.0056269
91567421,   __label__Approved 0.991354 __label__Rejected 0.0086662,Approved,0.991354,Rejected,0.0086662
14552445,   __label__Approved 0.999857 __label__Rejected 0.00016318,Approved,0.999857,Rejected,0.00016318
31803327,   __label__Approved 0.996535 __label__Rejected 0.0034848,Approved,0.996535,Rejected,0.0034848
75819191,   __label__Rejected 0.999891 __label__Approved 0.00012950,Rejected,0.999891,Approved,0.0001295
68269330,   __label__Approved 0.984289 __label__Rejected 0.015730,Approved,0.984289,Rejected,0.01573
48575532,   __label__Approved 0.999603 __label__Rejected 0.00041739,Approved,0.999603,Rejected,0.00041739
54236373,   __label__Rejected 0.999735 __label__Approved 0.00028489,Rejected,0.999735,Approved,0.00028489
70343656,   __label__Rejected 0.996699 __label__Approved 0.003321,Rejected,0.996699,Approved,0.003321
42333107,   __label__Approved 0.999985 __label__Rejected 3.51531e-0,Approved,0.999985,Rejected,0
29909196,   __label__Approved 0.998847 __label__Rejected 0.0011729,Approved,0.998847,Rejected,0.0011729
73095917,   __label__Rejected 1.00001 __label__Approved 1.00518e-0,Rejected,1.00001,Approved,0
61650877,   __label__Rejected 0.999997 __label__Approved 2.34912e-0,Rejected,0.999997,Approved,0
65898726,   __label__Rejected 1 __label__Approved 1.69048e-0,Rejected,1,Approved,0
55899075,   __label__Rejected 0.98424 __label__Approved 0.015779,Rejected,0.98424,Approved,0.015779
65595967,   __label__Rejected 0.977468 __label__Approved 0.02255,Rejected,0.977468,Approved,0.02255
31385534,   __label__Approved 0.998993 __label__Rejected 0.0010265,Approved,0.998993,Rejected,0.0010265
79316750,   __label__Approved 0.984791 __label__Rejected 0.015228,Approved,0.984791,Rejected,0.015228
32378180,   __label__Approved 0.99883 __label__Rejected 0.0011902,Approved,0.99883,Rejected,0.0011902
26163499,   __label__Approved 0.995779 __label__Rejected 0.0042413,Approved,0.995779,Rejected,0.0042413
29576844,   __label__Approved 0.999696 __label__Rejected 0.00032387,Approved,0.999696,Rejected,0.00032387
51813477,   __label__Approved 0.99986 __label__Rejected 0.00015960,Approved,0.99986,Rejected,0.0001596
95567636,   __label__Approved 0.999787 __label__Rejected 0.000233,Approved,0.999787,Rejected,0.000233
33578036,   __label__Rejected 0.998166 __label__Approved 0.0018537,Rejected,0.998166,Approved,0.0018537
16344130,   __label__Approved 0.999974 __label__Rejected 4.62396e-0,Approved,0.999974,Rejected,0
12303215,   __label__Rejected 0.995641 __label__Approved 0.0043789,Rejected,0.995641,Approved,0.0043789
66345428,   __label__Approved 0.999679 __label__Rejected 0.00034068,Approved,0.999679,Rejected,0.00034068
28152058,   __label__Rejected 1.00001 __label__Approved 1.00002e-0,Rejected,1.00001,Approved,0
63327375,   __label__Rejected 1.00001 __label__Approved 1.00256e-0,Rejected,1.00001,Approved,0
17071062,   __label__Rejected 1.00001 __label__Approved 1.00269e-0,Rejected,1.00001,Approved,0
76959922,   __label__Approved 0.999996 __label__Rejected 2.37091e-0,Approved,0.999996,Rejected,0
55505438,   __label__Rejected 0.990148 __label__Approved 0.0098719,Rejected,0.990148,Approved,0.0098719
14814913,   __label__Approved 0.991589 __label__Rejected 0.0084308,Approved,0.991589,Rejected,0.0084308
31171964,   __label__Approved 1.00001 __label__Rejected 1.14305e-0,Approved,1.00001,Rejected,0
58089791,   __label__Approved 1 __label__Rejected 1.69141e-0,Approved,1,Rejected,0
104118492,   __label__Approved 0.993713 __label__Rejected 0.0063065,Approved,0.993713,Rejected,0.0063065
14738538,   __label__Rejected 1.00001 __label__Approved 1.00262e-0,Rejected,1.00001,Approved,0
68447479,   __label__Approved 0.999444 __label__Rejected 0.00057570,Approved,0.999444,Rejected,0.0005757
70474638,   __label__Rejected 0.999682 __label__Approved 0.00033848,Rejected,0.999682,Approved,0.00033848
